attendance_id,emp_id,work_date,status
18550,310,1/10/2024,Leave
18551,310,1/11/2024,Absent
18552,310,1/12/2024,Present
18553,310,1/13/2024,Present
18554,310,1/14/2024,Present
18555,310,1/15/2024,Present
18556,310,1/16/2024,Present
18557,310,1/17/2024,Present
18558,310,1/18/2024,Present
18559,310,1/19/2024,Present
18560,310,1/20/2024,Present
18561,310,1/21/2024,Leave
18562,310,1/22/2024,Present
18563,310,1/23/2024,Present
18564,310,1/24/2024,Present
18565,310,1/25/2024,Present
18566,310,1/26/2024,Present
18567,310,1/27/2024,Absent
18568,310,1/28/2024,Absent
18569,310,1/29/2024,Present
18570,310,1/30/2024,Present
18571,310,1/31/2024,Present
18572,310,2/1/2024,Present
18573,310,2/2/2024,Present
18574,310,2/3/2024,Present
18575,310,2/4/2024,Present
18576,310,2/5/2024,Present
18577,310,2/6/2024,Present
18578,310,2/7/2024,Present
18579,310,2/8/2024,Present
18580,310,2/9/2024,Present
18581,310,2/10/2024,Present
18582,310,2/11/2024,Present
18583,310,2/12/2024,Present
18584,310,2/13/2024,Present
18585,310,2/14/2024,Present
18586,310,2/15/2024,Present
18587,310,2/16/2024,Present
18588,310,2/17/2024,Leave
18589,310,2/18/2024,Present
18590,310,2/19/2024,Present
18591,310,2/20/2024,Present
18592,310,2/21/2024,Present
18593,310,2/22/2024,Leave
18594,310,2/23/2024,Present
18595,310,2/24/2024,Present
18596,310,2/25/2024,Present
18597,310,2/26/2024,Present
18598,310,2/27/2024,Present
18599,310,2/28/2024,Leave
18600,310,2/29/2024,Present
18601,311,1/1/2024,Present
18602,311,1/2/2024,Present
18603,311,1/3/2024,Present
18604,311,1/4/2024,Present
18605,311,1/5/2024,Present
18606,311,1/6/2024,Present
18607,311,1/7/2024,Present
18608,311,1/8/2024,Present
18609,311,1/9/2024,Present
18610,311,1/10/2024,Leave
18611,311,1/11/2024,Present
18612,311,1/12/2024,Present
18613,311,1/13/2024,Present
18614,311,1/14/2024,Present
18615,311,1/15/2024,Present
18616,311,1/16/2024,Present
18617,311,1/17/2024,Present
18618,311,1/18/2024,Present
18619,311,1/19/2024,Present
18620,311,1/20/2024,Present
18621,311,1/21/2024,Present
18622,311,1/22/2024,Present
18623,311,1/23/2024,Present
18624,311,1/24/2024,Present
18625,311,1/25/2024,Leave
18626,311,1/26/2024,Present
18627,311,1/27/2024,Present
18628,311,1/28/2024,Present
18629,311,1/29/2024,Absent
18630,311,1/30/2024,Present
18631,311,1/31/2024,Present
18632,311,2/1/2024,Present
18633,311,2/2/2024,Present
18634,311,2/3/2024,Present
18635,311,2/4/2024,Present
18636,311,2/5/2024,Present
18637,311,2/6/2024,Leave
18638,311,2/7/2024,Present
18639,311,2/8/2024,Absent
18640,311,2/9/2024,Present
18641,311,2/10/2024,Present
18642,311,2/11/2024,Present
18643,311,2/12/2024,Present
18644,311,2/13/2024,Present
18645,311,2/14/2024,Present
18646,311,2/15/2024,Present
18647,311,2/16/2024,Present
18648,311,2/17/2024,Present
18649,311,2/18/2024,Present
18650,311,2/19/2024,Leave
18651,311,2/20/2024,Present
18652,311,2/21/2024,Absent
18653,311,2/22/2024,Present
18654,311,2/23/2024,Present
18655,311,2/24/2024,Present
18656,311,2/25/2024,Present
18657,311,2/26/2024,Present
18658,311,2/27/2024,Present
18659,311,2/28/2024,Absent
18660,311,2/29/2024,Present
18661,312,1/1/2024,Present
18662,312,1/2/2024,Present
18663,312,1/3/2024,Absent
18664,312,1/4/2024,Absent
18665,312,1/5/2024,Present
18666,312,1/6/2024,Absent
18667,312,1/7/2024,Present
18668,312,1/8/2024,Absent
18669,312,1/9/2024,Present
18670,312,1/10/2024,Present
18671,312,1/11/2024,Leave
18672,312,1/12/2024,Present
18673,312,1/13/2024,Leave
18674,312,1/14/2024,Present
18675,312,1/15/2024,Present
18676,312,1/16/2024,Present
18677,312,1/17/2024,Present
18678,312,1/18/2024,Present
18679,312,1/19/2024,Absent
18680,312,1/20/2024,Present
18681,312,1/21/2024,Leave
18682,312,1/22/2024,Present
18683,312,1/23/2024,Present
18684,312,1/24/2024,Present
18685,312,1/25/2024,Present
18686,312,1/26/2024,Present
18687,312,1/27/2024,Present
18688,312,1/28/2024,Present
18689,312,1/29/2024,Present
18690,312,1/30/2024,Present
18691,312,1/31/2024,Present
18692,312,2/1/2024,Present
18693,312,2/2/2024,Leave
18694,312,2/3/2024,Present
18695,312,2/4/2024,Present
18696,312,2/5/2024,Absent
18697,312,2/6/2024,Leave
18698,312,2/7/2024,Present
18699,312,2/8/2024,Present
18700,312,2/9/2024,Present
18701,312,2/10/2024,Present
18702,312,2/11/2024,Leave
18703,312,2/12/2024,Present
18704,312,2/13/2024,Leave
18705,312,2/14/2024,Leave
18706,312,2/15/2024,Present
18707,312,2/16/2024,Leave
18708,312,2/17/2024,Present
18709,312,2/18/2024,Present
18710,312,2/19/2024,Present
18711,312,2/20/2024,Present
18712,312,2/21/2024,Present
18713,312,2/22/2024,Present
18714,312,2/23/2024,Present
18715,312,2/24/2024,Leave
18716,312,2/25/2024,Present
18717,312,2/26/2024,Present
18718,312,2/27/2024,Present
18719,312,2/28/2024,Present
18720,312,2/29/2024,Present
18721,313,1/1/2024,Present
18722,313,1/2/2024,Leave
18723,313,1/3/2024,Present
18724,313,1/4/2024,Present
18725,313,1/5/2024,Leave
18726,313,1/6/2024,Absent
18727,313,1/7/2024,Leave
18728,313,1/8/2024,Present
18729,313,1/9/2024,Present
18730,313,1/10/2024,Absent
18731,313,1/11/2024,Present
18732,313,1/12/2024,Present
18733,313,1/13/2024,Present
18734,313,1/14/2024,Present
18735,313,1/15/2024,Leave
18736,313,1/16/2024,Present
18737,313,1/17/2024,Present
18738,313,1/18/2024,Present
18739,313,1/19/2024,Present
18740,313,1/20/2024,Present
18741,313,1/21/2024,Present
18742,313,1/22/2024,Present
18743,313,1/23/2024,Present
18744,313,1/24/2024,Present
18745,313,1/25/2024,Present
18746,313,1/26/2024,Present
18747,313,1/27/2024,Present
18748,313,1/28/2024,Present
18749,313,1/29/2024,Present
18750,313,1/30/2024,Present
18751,313,1/31/2024,Present
18752,313,2/1/2024,Present
18753,313,2/2/2024,Present
18754,313,2/3/2024,Present
18755,313,2/4/2024,Present
18756,313,2/5/2024,Present
18757,313,2/6/2024,Present
18758,313,2/7/2024,Present
18759,313,2/8/2024,Present
18760,313,2/9/2024,Present
18761,313,2/10/2024,Present
18762,313,2/11/2024,Present
18763,313,2/12/2024,Present
18764,313,2/13/2024,Present
18765,313,2/14/2024,Present
18766,313,2/15/2024,Absent
18767,313,2/16/2024,Present
18768,313,2/17/2024,Present
18769,313,2/18/2024,Present
18770,313,2/19/2024,Leave
18771,313,2/20/2024,Absent
18772,313,2/21/2024,Present
18773,313,2/22/2024,Present
18774,313,2/23/2024,Present
18775,313,2/24/2024,Present
18776,313,2/25/2024,Present
18777,313,2/26/2024,Present
18778,313,2/27/2024,Present
18779,313,2/28/2024,Present
18780,313,2/29/2024,Present
18781,314,1/1/2024,Leave
18782,314,1/2/2024,Present
18783,314,1/3/2024,Present
18784,314,1/4/2024,Absent
18785,314,1/5/2024,Absent
18786,314,1/6/2024,Present
18787,314,1/7/2024,Present
18788,314,1/8/2024,Present
18789,314,1/9/2024,Present
18790,314,1/10/2024,Present
18791,314,1/11/2024,Present
18792,314,1/12/2024,Present
18793,314,1/13/2024,Absent
18794,314,1/14/2024,Present
18795,314,1/15/2024,Present
18796,314,1/16/2024,Present
18797,314,1/17/2024,Absent
18798,314,1/18/2024,Present
18799,314,1/19/2024,Present
18800,314,1/20/2024,Leave
18801,314,1/21/2024,Present
18802,314,1/22/2024,Present
18803,314,1/23/2024,Present
18804,314,1/24/2024,Present
18805,314,1/25/2024,Present
18806,314,1/26/2024,Present
18807,314,1/27/2024,Present
18808,314,1/28/2024,Present
18809,314,1/29/2024,Absent
18810,314,1/30/2024,Present
18811,314,1/31/2024,Present
18812,314,2/1/2024,Present
18813,314,2/2/2024,Present
18814,314,2/3/2024,Absent
18815,314,2/4/2024,Leave
18816,314,2/5/2024,Leave
18817,314,2/6/2024,Present
18818,314,2/7/2024,Present
18819,314,2/8/2024,Present
18820,314,2/9/2024,Present
18821,314,2/10/2024,Present
18822,314,2/11/2024,Present
18823,314,2/12/2024,Present
18824,314,2/13/2024,Present
18825,314,2/14/2024,Present
18826,314,2/15/2024,Present
18827,314,2/16/2024,Present
18828,314,2/17/2024,Present
18829,314,2/18/2024,Present
18830,314,2/19/2024,Present
18831,314,2/20/2024,Present
18832,314,2/21/2024,Present
18833,314,2/22/2024,Present
18834,314,2/23/2024,Present
18835,314,2/24/2024,Absent
18836,314,2/25/2024,Present
18837,314,2/26/2024,Absent
18838,314,2/27/2024,Present
18839,314,2/28/2024,Present
18840,314,2/29/2024,Present
18841,315,1/1/2024,Present
18842,315,1/2/2024,Present
18843,315,1/3/2024,Present
18844,315,1/4/2024,Present
18845,315,1/5/2024,Leave
18846,315,1/6/2024,Present
18847,315,1/7/2024,Present
18848,315,1/8/2024,Present
18849,315,1/9/2024,Leave
18850,315,1/10/2024,Present
18851,315,1/11/2024,Present
18852,315,1/12/2024,Present
18853,315,1/13/2024,Leave
18854,315,1/14/2024,Present
18855,315,1/15/2024,Leave
18856,315,1/16/2024,Leave
18857,315,1/17/2024,Present
18858,315,1/18/2024,Absent
18859,315,1/19/2024,Present
18860,315,1/20/2024,Present
18861,315,1/21/2024,Present
18862,315,1/22/2024,Present
18863,315,1/23/2024,Present
18864,315,1/24/2024,Leave
18865,315,1/25/2024,Present
18866,315,1/26/2024,Present
18867,315,1/27/2024,Present
18868,315,1/28/2024,Present
18869,315,1/29/2024,Present
18870,315,1/30/2024,Present
18871,315,1/31/2024,Present
18872,315,2/1/2024,Present
18873,315,2/2/2024,Present
18874,315,2/3/2024,Present
18875,315,2/4/2024,Absent
18876,315,2/5/2024,Present
18877,315,2/6/2024,Leave
18878,315,2/7/2024,Present
18879,315,2/8/2024,Present
18880,315,2/9/2024,Present
18881,315,2/10/2024,Present
18882,315,2/11/2024,Present
18883,315,2/12/2024,Present
18884,315,2/13/2024,Present
18885,315,2/14/2024,Absent
18886,315,2/15/2024,Present
18887,315,2/16/2024,Present
18888,315,2/17/2024,Leave
18889,315,2/18/2024,Present
18890,315,2/19/2024,Present
18891,315,2/20/2024,Present
18892,315,2/21/2024,Present
18893,315,2/22/2024,Present
18894,315,2/23/2024,Present
18895,315,2/24/2024,Present
18896,315,2/25/2024,Absent
18897,315,2/26/2024,Present
18898,315,2/27/2024,Present
18899,315,2/28/2024,Absent
18900,315,2/29/2024,Absent
18901,316,1/1/2024,Present
18902,316,1/2/2024,Present
18903,316,1/3/2024,Present
18904,316,1/4/2024,Leave
18905,316,1/5/2024,Absent
18906,316,1/6/2024,Present
18907,316,1/7/2024,Present
18908,316,1/8/2024,Absent
18909,316,1/9/2024,Present
18910,316,1/10/2024,Present
18911,316,1/11/2024,Present
18912,316,1/12/2024,Present
18913,316,1/13/2024,Present
18914,316,1/14/2024,Absent
18915,316,1/15/2024,Present
18916,316,1/16/2024,Present
18917,316,1/17/2024,Present
18918,316,1/18/2024,Present
18919,316,1/19/2024,Present
18920,316,1/20/2024,Present
18921,316,1/21/2024,Present
18922,316,1/22/2024,Present
18923,316,1/23/2024,Present
18924,316,1/24/2024,Present
18925,316,1/25/2024,Present
18926,316,1/26/2024,Present
18927,316,1/27/2024,Present
18928,316,1/28/2024,Present
18929,316,1/29/2024,Present
18930,316,1/30/2024,Present
18931,316,1/31/2024,Absent
18932,316,2/1/2024,Present
18933,316,2/2/2024,Leave
18934,316,2/3/2024,Leave
18935,316,2/4/2024,Present
18936,316,2/5/2024,Present
18937,316,2/6/2024,Present
18938,316,2/7/2024,Present
18939,316,2/8/2024,Present
18940,316,2/9/2024,Present
18941,316,2/10/2024,Present
18942,316,2/11/2024,Present
18943,316,2/12/2024,Present
18944,316,2/13/2024,Present
18945,316,2/14/2024,Leave
18946,316,2/15/2024,Present
18947,316,2/16/2024,Absent
18948,316,2/17/2024,Present
18949,316,2/18/2024,Present
18950,316,2/19/2024,Present
18951,316,2/20/2024,Present
18952,316,2/21/2024,Present
18953,316,2/22/2024,Present
18954,316,2/23/2024,Present
18955,316,2/24/2024,Present
18956,316,2/25/2024,Present
18957,316,2/26/2024,Present
18958,316,2/27/2024,Present
18959,316,2/28/2024,Present
18960,316,2/29/2024,Present
18961,317,1/1/2024,Present
18962,317,1/2/2024,Absent
18963,317,1/3/2024,Present
18964,317,1/4/2024,Absent
18965,317,1/5/2024,Present
18966,317,1/6/2024,Leave
18967,317,1/7/2024,Present
18968,317,1/8/2024,Present
18969,317,1/9/2024,Present
18970,317,1/10/2024,Present
18971,317,1/11/2024,Present
18972,317,1/12/2024,Present
18973,317,1/13/2024,Present
18974,317,1/14/2024,Present
18975,317,1/15/2024,Present
18976,317,1/16/2024,Present
18977,317,1/17/2024,Absent
18978,317,1/18/2024,Present
18979,317,1/19/2024,Present
18980,317,1/20/2024,Absent
18981,317,1/21/2024,Present
18982,317,1/22/2024,Present
18983,317,1/23/2024,Present
18984,317,1/24/2024,Present
18985,317,1/25/2024,Present
18986,317,1/26/2024,Present
18987,317,1/27/2024,Present
18988,317,1/28/2024,Present
18989,317,1/29/2024,Present
18990,317,1/30/2024,Present
18991,317,1/31/2024,Present
18992,317,2/1/2024,Present
18993,317,2/2/2024,Present
18994,317,2/3/2024,Absent
18995,317,2/4/2024,Leave
18996,317,2/5/2024,Present
18997,317,2/6/2024,Present
18998,317,2/7/2024,Present
18999,317,2/8/2024,Absent
19000,317,2/9/2024,Present
19001,317,2/10/2024,Present
19002,317,2/11/2024,Present
19003,317,2/12/2024,Present
19004,317,2/13/2024,Present
19005,317,2/14/2024,Present
19006,317,2/15/2024,Present
19007,317,2/16/2024,Present
19008,317,2/17/2024,Present
19009,317,2/18/2024,Leave
19010,317,2/19/2024,Present
19011,317,2/20/2024,Present
19012,317,2/21/2024,Present
19013,317,2/22/2024,Present
19014,317,2/23/2024,Leave
19015,317,2/24/2024,Present
19016,317,2/25/2024,Present
19017,317,2/26/2024,Leave
19018,317,2/27/2024,Present
19019,317,2/28/2024,Present
19020,317,2/29/2024,Present
19021,318,1/1/2024,Present
19022,318,1/2/2024,Present
19023,318,1/3/2024,Present
19024,318,1/4/2024,Present
19025,318,1/5/2024,Present
19026,318,1/6/2024,Present
19027,318,1/7/2024,Present
19028,318,1/8/2024,Present
19029,318,1/9/2024,Absent
19030,318,1/10/2024,Present
19031,318,1/11/2024,Present
19032,318,1/12/2024,Present
19033,318,1/13/2024,Present
19034,318,1/14/2024,Present
19035,318,1/15/2024,Present
19036,318,1/16/2024,Present
19037,318,1/17/2024,Present
19038,318,1/18/2024,Leave
19039,318,1/19/2024,Present
19040,318,1/20/2024,Present
19041,318,1/21/2024,Absent
19042,318,1/22/2024,Present
19043,318,1/23/2024,Present
19044,318,1/24/2024,Present
19045,318,1/25/2024,Present
19046,318,1/26/2024,Present
19047,318,1/27/2024,Present
19048,318,1/28/2024,Present
19049,318,1/29/2024,Present
19050,318,1/30/2024,Leave
19051,318,1/31/2024,Present
19052,318,2/1/2024,Present
19053,318,2/2/2024,Present
19054,318,2/3/2024,Leave
19055,318,2/4/2024,Present
19056,318,2/5/2024,Present
19057,318,2/6/2024,Absent
19058,318,2/7/2024,Present
19059,318,2/8/2024,Present
19060,318,2/9/2024,Absent
19061,318,2/10/2024,Present
19062,318,2/11/2024,Absent
19063,318,2/12/2024,Present
19064,318,2/13/2024,Present
19065,318,2/14/2024,Present
19066,318,2/15/2024,Present
19067,318,2/16/2024,Present
19068,318,2/17/2024,Present
19069,318,2/18/2024,Present
19070,318,2/19/2024,Present
19071,318,2/20/2024,Present
19072,318,2/21/2024,Present
19073,318,2/22/2024,Present
19074,318,2/23/2024,Present
19075,318,2/24/2024,Leave
19076,318,2/25/2024,Present
19077,318,2/26/2024,Present
19078,318,2/27/2024,Present
19079,318,2/28/2024,Leave
19080,318,2/29/2024,Present
19081,319,1/1/2024,Present
19082,319,1/2/2024,Present
19083,319,1/3/2024,Present
19084,319,1/4/2024,Present
19085,319,1/5/2024,Present
19086,319,1/6/2024,Absent
19087,319,1/7/2024,Present
19088,319,1/8/2024,Present
19089,319,1/9/2024,Present
19090,319,1/10/2024,Present
19091,319,1/11/2024,Present
19092,319,1/12/2024,Present
19093,319,1/13/2024,Present
19094,319,1/14/2024,Present
19095,319,1/15/2024,Present
19096,319,1/16/2024,Leave
19097,319,1/17/2024,Present
19098,319,1/18/2024,Present
19099,319,1/19/2024,Present
19100,319,1/20/2024,Present
19101,319,1/21/2024,Absent
19102,319,1/22/2024,Absent
19103,319,1/23/2024,Present
19104,319,1/24/2024,Present
19105,319,1/25/2024,Absent
19106,319,1/26/2024,Present
19107,319,1/27/2024,Present
19108,319,1/28/2024,Present
19109,319,1/29/2024,Present
19110,319,1/30/2024,Present
19111,319,1/31/2024,Present
19112,319,2/1/2024,Leave
19113,319,2/2/2024,Present
19114,319,2/3/2024,Present
19115,319,2/4/2024,Present
19116,319,2/5/2024,Present
19117,319,2/6/2024,Present
19118,319,2/7/2024,Present
19119,319,2/8/2024,Present
19120,319,2/9/2024,Present
19121,319,2/10/2024,Present
19122,319,2/11/2024,Present
19123,319,2/12/2024,Present
19124,319,2/13/2024,Present
19125,319,2/14/2024,Present
19126,319,2/15/2024,Present
19127,319,2/16/2024,Leave
19128,319,2/17/2024,Present
19129,319,2/18/2024,Present
19130,319,2/19/2024,Present
19131,319,2/20/2024,Present
19132,319,2/21/2024,Present
19133,319,2/22/2024,Present
19134,319,2/23/2024,Present
19135,319,2/24/2024,Present
19136,319,2/25/2024,Present
19137,319,2/26/2024,Present
19138,319,2/27/2024,Present
19139,319,2/28/2024,Absent
19140,319,2/29/2024,Present
19141,320,1/1/2024,Present
19142,320,1/2/2024,Present
19143,320,1/3/2024,Present
19144,320,1/4/2024,Present
19145,320,1/5/2024,Present
19146,320,1/6/2024,Present
19147,320,1/7/2024,Present
19148,320,1/8/2024,Leave
19149,320,1/9/2024,Present
19150,320,1/10/2024,Present
19151,320,1/11/2024,Present
19152,320,1/12/2024,Absent
19153,320,1/13/2024,Absent
19154,320,1/14/2024,Present
19155,320,1/15/2024,Leave
19156,320,1/16/2024,Absent
19157,320,1/17/2024,Present
19158,320,1/18/2024,Present
19159,320,1/19/2024,Leave
19160,320,1/20/2024,Present
19161,320,1/21/2024,Leave
19162,320,1/22/2024,Present
19163,320,1/23/2024,Present
19164,320,1/24/2024,Absent
19165,320,1/25/2024,Present
19166,320,1/26/2024,Present
19167,320,1/27/2024,Present
19168,320,1/28/2024,Present
19169,320,1/29/2024,Present
19170,320,1/30/2024,Present
19171,320,1/31/2024,Present
19172,320,2/1/2024,Present
19173,320,2/2/2024,Absent
19174,320,2/3/2024,Present
19175,320,2/4/2024,Present
19176,320,2/5/2024,Present
19177,320,2/6/2024,Present
19178,320,2/7/2024,Present
19179,320,2/8/2024,Present
19180,320,2/9/2024,Present
19181,320,2/10/2024,Present
19182,320,2/11/2024,Present
19183,320,2/12/2024,Present
19184,320,2/13/2024,Present
19185,320,2/14/2024,Present
19186,320,2/15/2024,Leave
19187,320,2/16/2024,Present
19188,320,2/17/2024,Present
19189,320,2/18/2024,Present
19190,320,2/19/2024,Present
19191,320,2/20/2024,Present
19192,320,2/21/2024,Absent
19193,320,2/22/2024,Present
19194,320,2/23/2024,Absent
19195,320,2/24/2024,Present
19196,320,2/25/2024,Present
19197,320,2/26/2024,Present
19198,320,2/27/2024,Present
19199,320,2/28/2024,Present
19200,320,2/29/2024,Present
19201,321,1/1/2024,Present
19202,321,1/2/2024,Present
19203,321,1/3/2024,Present
19204,321,1/4/2024,Present
19205,321,1/5/2024,Present
19206,321,1/6/2024,Present
19207,321,1/7/2024,Present
19208,321,1/8/2024,Present
19209,321,1/9/2024,Present
19210,321,1/10/2024,Present
19211,321,1/11/2024,Present
19212,321,1/12/2024,Present
19213,321,1/13/2024,Present
19214,321,1/14/2024,Present
19215,321,1/15/2024,Present
19216,321,1/16/2024,Present
19217,321,1/17/2024,Present
19218,321,1/18/2024,Absent
19219,321,1/19/2024,Present
19220,321,1/20/2024,Present
19221,321,1/21/2024,Present
19222,321,1/22/2024,Absent
19223,321,1/23/2024,Present
19224,321,1/24/2024,Absent
19225,321,1/25/2024,Absent
19226,321,1/26/2024,Present
19227,321,1/27/2024,Present
19228,321,1/28/2024,Leave
19229,321,1/29/2024,Absent
19230,321,1/30/2024,Present
19231,321,1/31/2024,Present
19232,321,2/1/2024,Present
19233,321,2/2/2024,Present
19234,321,2/3/2024,Present
19235,321,2/4/2024,Present
19236,321,2/5/2024,Leave
19237,321,2/6/2024,Leave
19238,321,2/7/2024,Present
19239,321,2/8/2024,Present
19240,321,2/9/2024,Absent
19241,321,2/10/2024,Present
19242,321,2/11/2024,Present
19243,321,2/12/2024,Present
19244,321,2/13/2024,Present
19245,321,2/14/2024,Present
19246,321,2/15/2024,Present
19247,321,2/16/2024,Present
19248,321,2/17/2024,Present
19249,321,2/18/2024,Absent
19250,321,2/19/2024,Present
19251,321,2/20/2024,Present
19252,321,2/21/2024,Present
19253,321,2/22/2024,Present
19254,321,2/23/2024,Present
19255,321,2/24/2024,Present
19256,321,2/25/2024,Present
19257,321,2/26/2024,Present
19258,321,2/27/2024,Present
19259,321,2/28/2024,Present
19260,321,2/29/2024,Absent
19261,322,1/1/2024,Present
19262,322,1/2/2024,Present
19263,322,1/3/2024,Present
19264,322,1/4/2024,Present
19265,322,1/5/2024,Present
19266,322,1/6/2024,Present
19267,322,1/7/2024,Present
19268,322,1/8/2024,Present
19269,322,1/9/2024,Present
19270,322,1/10/2024,Present
19271,322,1/11/2024,Leave
19272,322,1/12/2024,Present
19273,322,1/13/2024,Present
19274,322,1/14/2024,Leave
19275,322,1/15/2024,Present
19276,322,1/16/2024,Present
19277,322,1/17/2024,Present
19278,322,1/18/2024,Present
19279,322,1/19/2024,Present
19280,322,1/20/2024,Present
19281,322,1/21/2024,Present
19282,322,1/22/2024,Present
19283,322,1/23/2024,Present
19284,322,1/24/2024,Present
19285,322,1/25/2024,Present
19286,322,1/26/2024,Present
19287,322,1/27/2024,Absent
19288,322,1/28/2024,Present
19289,322,1/29/2024,Present
19290,322,1/30/2024,Present
19291,322,1/31/2024,Present
19292,322,2/1/2024,Present
19293,322,2/2/2024,Present
19294,322,2/3/2024,Present
19295,322,2/4/2024,Present
19296,322,2/5/2024,Present
19297,322,2/6/2024,Present
19298,322,2/7/2024,Present
19299,322,2/8/2024,Absent
19300,322,2/9/2024,Present
19301,322,2/10/2024,Absent
19302,322,2/11/2024,Present
19303,322,2/12/2024,Present
19304,322,2/13/2024,Present
19305,322,2/14/2024,Present
19306,322,2/15/2024,Present
19307,322,2/16/2024,Present
19308,322,2/17/2024,Present
19309,322,2/18/2024,Present
19310,322,2/19/2024,Present
19311,322,2/20/2024,Present
19312,322,2/21/2024,Present
19313,322,2/22/2024,Present
19314,322,2/23/2024,Present
19315,322,2/24/2024,Present
19316,322,2/25/2024,Present
19317,322,2/26/2024,Present
19318,322,2/27/2024,Present
19319,322,2/28/2024,Present
19320,322,2/29/2024,Present
19321,323,1/1/2024,Present
19322,323,1/2/2024,Present
19323,323,1/3/2024,Present
19324,323,1/4/2024,Present
19325,323,1/5/2024,Present
19326,323,1/6/2024,Present
19327,323,1/7/2024,Present
19328,323,1/8/2024,Present
19329,323,1/9/2024,Absent
19330,323,1/10/2024,Present
19331,323,1/11/2024,Absent
19332,323,1/12/2024,Absent
19333,323,1/13/2024,Leave
19334,323,1/14/2024,Present
19335,323,1/15/2024,Present
19336,323,1/16/2024,Present
19337,323,1/17/2024,Present
19338,323,1/18/2024,Present
19339,323,1/19/2024,Present
19340,323,1/20/2024,Present
19341,323,1/21/2024,Present
19342,323,1/22/2024,Present
19343,323,1/23/2024,Present
19344,323,1/24/2024,Leave
19345,323,1/25/2024,Present
19346,323,1/26/2024,Present
19347,323,1/27/2024,Present
19348,323,1/28/2024,Present
19349,323,1/29/2024,Present
19350,323,1/30/2024,Leave
19351,323,1/31/2024,Leave
19352,323,2/1/2024,Present
19353,323,2/2/2024,Present
19354,323,2/3/2024,Present
19355,323,2/4/2024,Present
19356,323,2/5/2024,Leave
19357,323,2/6/2024,Present
19358,323,2/7/2024,Present
19359,323,2/8/2024,Present
19360,323,2/9/2024,Leave
19361,323,2/10/2024,Present
19362,323,2/11/2024,Present
19363,323,2/12/2024,Present
19364,323,2/13/2024,Present
19365,323,2/14/2024,Present
19366,323,2/15/2024,Present
19367,323,2/16/2024,Absent
19368,323,2/17/2024,Present
19369,323,2/18/2024,Present
19370,323,2/19/2024,Present
19371,323,2/20/2024,Present
19372,323,2/21/2024,Present
19373,323,2/22/2024,Present
19374,323,2/23/2024,Present
19375,323,2/24/2024,Absent
19376,323,2/25/2024,Present
19377,323,2/26/2024,Absent
19378,323,2/27/2024,Present
19379,323,2/28/2024,Absent
19380,323,2/29/2024,Present
19381,324,1/1/2024,Present
19382,324,1/2/2024,Present
19383,324,1/3/2024,Leave
19384,324,1/4/2024,Present
19385,324,1/5/2024,Present
19386,324,1/6/2024,Present
19387,324,1/7/2024,Leave
19388,324,1/8/2024,Present
19389,324,1/9/2024,Present
19390,324,1/10/2024,Present
19391,324,1/11/2024,Absent
19392,324,1/12/2024,Present
19393,324,1/13/2024,Present
19394,324,1/14/2024,Present
19395,324,1/15/2024,Present
19396,324,1/16/2024,Present
19397,324,1/17/2024,Leave
19398,324,1/18/2024,Present
19399,324,1/19/2024,Present
19400,324,1/20/2024,Present
19401,324,1/21/2024,Absent
19402,324,1/22/2024,Present
19403,324,1/23/2024,Present
19404,324,1/24/2024,Present
19405,324,1/25/2024,Present
19406,324,1/26/2024,Present
19407,324,1/27/2024,Absent
19408,324,1/28/2024,Present
19409,324,1/29/2024,Present
19410,324,1/30/2024,Present
19411,324,1/31/2024,Present
19412,324,2/1/2024,Present
19413,324,2/2/2024,Present
19414,324,2/3/2024,Absent
19415,324,2/4/2024,Present
19416,324,2/5/2024,Present
19417,324,2/6/2024,Absent
19418,324,2/7/2024,Leave
19419,324,2/8/2024,Present
19420,324,2/9/2024,Present
19421,324,2/10/2024,Absent
19422,324,2/11/2024,Present
19423,324,2/12/2024,Absent
19424,324,2/13/2024,Present
19425,324,2/14/2024,Present
19426,324,2/15/2024,Present
19427,324,2/16/2024,Present
19428,324,2/17/2024,Present
19429,324,2/18/2024,Present
19430,324,2/19/2024,Present
19431,324,2/20/2024,Present
19432,324,2/21/2024,Present
19433,324,2/22/2024,Present
19434,324,2/23/2024,Absent
19435,324,2/24/2024,Present
19436,324,2/25/2024,Present
19437,324,2/26/2024,Present
19438,324,2/27/2024,Present
19439,324,2/28/2024,Present
19440,324,2/29/2024,Present
19441,325,1/1/2024,Present
19442,325,1/2/2024,Present
19443,325,1/3/2024,Present
19444,325,1/4/2024,Present
19445,325,1/5/2024,Absent
19446,325,1/6/2024,Present
19447,325,1/7/2024,Present
19448,325,1/8/2024,Present
19449,325,1/9/2024,Absent
19450,325,1/10/2024,Present
19451,325,1/11/2024,Present
19452,325,1/12/2024,Leave
19453,325,1/13/2024,Present
19454,325,1/14/2024,Present
19455,325,1/15/2024,Present
19456,325,1/16/2024,Present
19457,325,1/17/2024,Present
19458,325,1/18/2024,Present
19459,325,1/19/2024,Absent
19460,325,1/20/2024,Present
19461,325,1/21/2024,Absent
19462,325,1/22/2024,Present
19463,325,1/23/2024,Present
19464,325,1/24/2024,Present
19465,325,1/25/2024,Absent
19466,325,1/26/2024,Leave
19467,325,1/27/2024,Present
19468,325,1/28/2024,Leave
19469,325,1/29/2024,Present
19470,325,1/30/2024,Present
